Date/Time,Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 07/21  14:15:00,11558050.076431008,5326651.406864033,2598416.2147669718 
 07/21  14:30:00,11577843.40564389,5344179.128336993,2600681.8225068953 
 07/21  14:45:00,11597630.708158908,5361411.718655148,2603236.53470376 
 07/21  15:00:00,11619330.154379854,5380279.614352499,2606068.0852273535,46352854.34461366,46352854.34461365,0.0 
 07/21  15:15:00,11603684.29276261,5365849.942564736,2604851.895397872 
 07/21  15:30:00,11590100.148325467,5349501.812246619,2607615.8812788464 
 07/21  15:45:00,11575577.563785272,5331914.551505875,2610680.557479397 
 07/21  16:00:00,11553820.418725744,5306798.065007328,2614039.898918414,46323182.423599094,46323182.42359909,0.0 
 07/21  16:15:00,11521917.874233147,5267746.424760472,2621188.9946726747 
 07/21  16:30:00,11482741.395244772,5224676.248145919,2625082.6922988477 
 07/21  16:45:00,11439962.403361961,5177524.113195765,2629455.8353661923 
 07/21  17:00:00,11395246.143334508,5127917.308468919,2634346.3800655883,45839867.81617439,45839867.81617438,0.0 
 07/21  17:15:00,11340341.991209202,5070375.2545283465,2636984.2818808546 
 07/21  17:30:00,11331533.073460395,5014870.577475703,2683680.0411846903 
 07/21  17:45:00,11296415.626002084,4949528.405745496,2713904.765456586 
 07/21  18:00:00,11247989.27965718,4879179.459429508,2735827.365427668,45216279.97032886,45216279.97032886,0.0 
 07/21  18:15:00,11168984.579028308,4776311.774701248,2759690.3495270615 
 07/21  18:30:00,11149636.627013734,4667359.988384504,2849294.1838292265 
 07/21  18:45:00,11143125.226251595,4546093.893732142,2964048.877719452 
 07/21  19:00:00,11102892.74188017,4415305.317593592,3054604.969486574,44564639.17417381,44564639.1741738,0.0 
 07/21  19:15:00,6777046.959081635,0.0,3144064.504281635 
 07/21  19:30:00,11913644.422259549,4761784.748954441,3169182.218505108 
 07/21  19:45:00,10040554.513597658,2888694.8402925488,3169182.218505108 
